timestamp,bno_steps,forward_state_change,upward_state_change
2024-09-13 11:28:48,0,True,False
2024-09-13 11:28:49,0,True,False
2024-09-13 11:28:49,0,True,False
2024-09-13 11:28:49,0,False,False
2024-09-13 11:28:50,0,True,True
2024-09-13 11:28:50,0,False,False
2024-09-13 11:28:50,0,False,False
2024-09-13 11:28:51,0,False,False
2024-09-13 11:28:51,0,True,False
2024-09-13 11:28:51,0,True,True
2024-09-13 11:28:51,0,False,True
2024-09-13 11:28:52,0,False,False
2024-09-13 11:28:52,0,False,False
2024-09-13 11:28:52,0,False,False
2024-09-13 11:28:53,0,False,False
2024-09-13 11:28:53,0,False,False
2024-09-13 11:28:53,0,False,False
2024-09-13 11:28:53,0,False,False
2024-09-13 11:28:54,0,False,False
2024-09-13 11:28:54,0,False,False
2024-09-13 11:28:54,0,False,False
2024-09-13 11:28:55,0,False,False
2024-09-13 11:28:55,0,False,False
2024-09-13 11:28:55,2,False,False
2024-09-13 11:28:56,2,False,False
2024-09-13 11:28:56,2,False,False
2024-09-13 11:28:56,2,False,True
2024-09-13 11:28:57,2,False,False
2024-09-13 11:28:57,2,True,False
2024-09-13 11:28:57,2,True,False
2024-09-13 11:28:57,2,False,False
2024-09-13 11:28:58,2,False,False
2024-09-13 11:28:58,2,False,False
2024-09-13 11:28:58,2,False,False
2024-09-13 11:28:59,2,False,True
2024-09-13 11:28:59,2,False,False
2024-09-13 11:28:59,2,False,True
2024-09-13 11:29:00,2,True,False
2024-09-13 11:29:00,2,True,False
2024-09-13 11:29:00,2,False,False
2024-09-13 11:29:01,2,True,False
2024-09-13 11:29:01,2,True,True
2024-09-13 11:29:01,2,False,False
2024-09-13 11:29:01,2,False,False
2024-09-13 11:29:02,2,False,False
2024-09-13 11:29:02,2,False,True
2024-09-13 11:29:02,2,False,False
2024-09-13 11:29:03,2,False,False
2024-09-13 11:29:03,2,False,False
2024-09-13 11:29:03,2,False,False
2024-09-13 11:29:04,2,False,True
2024-09-13 11:29:04,2,False,True
2024-09-13 11:29:04,2,True,False
2024-09-13 11:29:05,2,True,True
2024-09-13 11:29:05,2,False,True
2024-09-13 11:29:05,2,True,False
2024-09-13 11:29:06,2,True,False
2024-09-13 11:29:06,2,False,False
2024-09-13 11:29:06,2,False,False
2024-09-13 11:29:06,2,False,False
2024-09-13 11:29:07,2,False,False
2024-09-13 11:29:07,2,False,False
2024-09-13 11:29:07,2,False,False
2024-09-13 11:29:08,2,False,False
2024-09-13 11:29:08,2,False,False
2024-09-13 11:29:08,2,False,False
2024-09-13 11:29:08,2,False,False
2024-09-13 11:29:09,2,True,False
2024-09-13 11:29:09,2,False,False
2024-09-13 11:29:09,2,True,False
2024-09-13 11:29:10,3,False,False
2024-09-13 11:29:10,3,True,False
2024-09-13 11:29:10,3,False,False
2024-09-13 11:29:11,4,True,False
2024-09-13 11:29:11,5,False,False
2024-09-13 11:29:11,5,True,False
2024-09-13 11:29:11,6,False,False
2024-09-13 11:29:12,6,True,False
2024-09-13 11:29:12,6,True,True
2024-09-13 11:29:12,7,False,True
2024-09-13 11:29:13,8,True,False
2024-09-13 11:29:13,8,False,False
2024-09-13 11:29:13,9,False,True
2024-09-13 11:29:14,9,True,True
2024-09-13 11:29:14,10,True,False
2024-09-13 11:29:14,11,False,False
2024-09-13 11:29:15,11,True,True
2024-09-13 11:29:15,12,False,True
2024-09-13 11:29:15,12,True,False
2024-09-13 11:29:15,12,False,False
2024-09-13 11:29:16,13,False,False
2024-09-13 11:29:16,14,False,False
2024-09-13 11:29:16,15,False,False
2024-09-13 11:29:17,15,True,False
2024-09-13 11:29:17,16,True,False
2024-09-13 11:29:17,16,False,False
2024-09-13 11:29:18,17,False,False
2024-09-13 11:29:18,17,True,False
2024-09-13 11:29:18,18,False,False
2024-09-13 11:29:18,18,True,True
2024-09-13 11:29:19,19,False,True
2024-09-13 11:29:19,20,True,False
2024-09-13 11:29:19,20,True,False
2024-09-13 11:29:20,20,False,False
2024-09-13 11:29:20,21,False,False
2024-09-13 11:29:20,22,False,False
2024-09-13 11:29:21,22,False,True
2024-09-13 11:29:21,23,True,True
2024-09-13 11:29:21,23,True,True
2024-09-13 11:29:21,24,False,False
2024-09-13 11:29:22,24,False,True
2024-09-13 11:29:22,25,True,False
2024-09-13 11:29:22,25,True,False
2024-09-13 11:29:23,26,False,False
2024-09-13 11:29:23,26,True,False
2024-09-13 11:29:23,27,False,False
2024-09-13 11:29:24,28,False,False
2024-09-13 11:29:24,28,False,False
2024-09-13 11:29:24,28,False,False
2024-09-13 11:29:25,29,False,False
2024-09-13 11:29:25,30,True,False
2024-09-13 11:29:25,30,True,False
2024-09-13 11:29:26,31,False,False
2024-09-13 11:29:26,31,False,False
2024-09-13 11:29:26,32,True,False
2024-09-13 11:29:26,32,True,False
2024-09-13 11:29:27,33,False,False
2024-09-13 11:29:27,33,False,False
2024-09-13 11:29:27,34,False,False
2024-09-13 11:29:28,34,False,False
2024-09-13 11:29:28,34,False,False
2024-09-13 11:29:28,35,False,False
2024-09-13 11:29:28,36,False,False
2024-09-13 11:29:29,36,False,False
2024-09-13 11:29:29,37,False,False
2024-09-13 11:29:29,37,True,True
2024-09-13 11:29:30,38,True,False
2024-09-13 11:29:30,38,False,True
2024-09-13 11:29:30,38,False,False
2024-09-13 11:29:31,39,True,False
2024-09-13 11:29:31,40,False,False
2024-09-13 11:29:31,40,True,False
2024-09-13 11:29:31,41,True,False
2024-09-13 11:29:32,41,False,True
2024-09-13 11:29:32,42,False,True
2024-09-13 11:29:32,42,True,False
2024-09-13 11:29:33,43,True,False
2024-09-13 11:29:33,44,True,False
2024-09-13 11:29:33,44,False,False
2024-09-13 11:29:34,45,False,False
2024-09-13 11:29:34,45,False,False
2024-09-13 11:29:34,46,False,False
2024-09-13 11:29:35,46,False,False
2024-09-13 11:29:35,47,False,False
2024-09-13 11:29:35,47,False,False
2024-09-13 11:29:35,48,True,False
2024-09-13 11:29:36,48,True,False
2024-09-13 11:29:36,48,False,False
2024-09-13 11:29:36,49,False,False
2024-09-13 11:29:37,49,False,False
2024-09-13 11:29:37,49,False,False
2024-09-13 11:29:37,49,False,False
2024-09-13 11:29:38,49,False,False
2024-09-13 11:29:38,49,False,False
2024-09-13 11:29:38,49,False,False
2024-09-13 11:29:38,49,False,False
2024-09-13 11:29:39,49,False,False
2024-09-13 11:29:39,49,False,False
2024-09-13 11:29:39,49,False,False
2024-09-13 11:29:40,49,False,False
2024-09-13 11:29:40,49,False,False
2024-09-13 11:29:40,49,False,False
2024-09-13 11:29:40,49,False,False
2024-09-13 11:29:41,49,False,False
2024-09-13 11:29:41,49,False,False
2024-09-13 11:29:41,49,False,False
2024-09-13 11:29:42,49,False,False
2024-09-13 11:29:42,49,False,False
2024-09-13 11:29:42,49,False,False
2024-09-13 11:29:43,49,False,False
2024-09-13 11:29:43,49,False,False
2024-09-13 11:29:43,49,False,False
2024-09-13 11:29:43,49,False,False
2024-09-13 11:29:44,49,False,False
2024-09-13 11:29:44,49,False,False
2024-09-13 11:29:44,49,False,False
2024-09-13 11:29:45,49,False,False
2024-09-13 11:29:45,49,False,True
2024-09-13 11:29:45,49,True,False
2024-09-13 11:29:46,49,True,True
2024-09-13 11:29:46,49,False,True
2024-09-13 11:29:46,50,False,False
2024-09-13 11:29:46,51,False,False
2024-09-13 11:29:47,51,False,False
2024-09-13 11:29:47,52,False,False
2024-09-13 11:29:47,52,True,False
2024-09-13 11:29:48,53,False,False
2024-09-13 11:29:48,53,True,False
2024-09-13 11:29:48,54,False,False
2024-09-13 11:29:48,55,True,False
2024-09-13 11:29:49,55,True,True
2024-09-13 11:29:49,56,False,True
2024-09-13 11:29:49,56,True,False
2024-09-13 11:29:50,57,False,True
2024-09-13 11:29:50,57,True,True
2024-09-13 11:29:50,57,False,False
2024-09-13 11:29:51,59,True,False
2024-09-13 11:29:51,59,True,False
2024-09-13 11:29:51,60,False,False
2024-09-13 11:29:51,60,True,False
2024-09-13 11:29:52,61,False,False
2024-09-13 11:29:52,61,True,False
2024-09-13 11:29:52,62,False,True
2024-09-13 11:29:53,62,True,False
2024-09-13 11:29:53,63,False,True
2024-09-13 11:29:53,63,True,False
2024-09-13 11:29:54,64,False,False
2024-09-13 11:29:54,65,False,False
2024-09-13 11:29:54,65,True,True
2024-09-13 11:29:54,66,True,True
2024-09-13 11:29:55,66,True,False
2024-09-13 11:29:55,66,False,False
2024-09-13 11:29:55,67,False,False
2024-09-13 11:29:56,68,True,False
2024-09-13 11:29:56,68,False,False
2024-09-13 11:29:56,69,False,False
2024-09-13 11:29:56,69,False,False
2024-09-13 11:29:57,70,False,True
2024-09-13 11:29:57,71,False,True
2024-09-13 11:29:57,71,False,False
2024-09-13 11:29:58,72,False,False
2024-09-13 11:29:58,72,True,False
2024-09-13 11:29:58,73,False,False
2024-09-13 11:29:58,73,False,False
2024-09-13 11:29:59,74,False,False
2024-09-13 11:29:59,75,False,True
2024-09-13 11:29:59,75,True,False
2024-09-13 11:30:00,76,False,True
2024-09-13 11:30:00,76,True,False
2024-09-13 11:30:00,77,True,False
2024-09-13 11:30:01,77,False,False
2024-09-13 11:30:01,77,True,False
2024-09-13 11:30:01,78,False,False
2024-09-13 11:30:01,79,False,False
2024-09-13 11:30:02,79,True,True
2024-09-13 11:30:02,79,False,False
2024-09-13 11:30:02,80,True,False
2024-09-13 11:30:03,81,False,True
2024-09-13 11:30:03,81,True,False
2024-09-13 11:30:03,81,False,False
2024-09-13 11:30:03,82,False,False
2024-09-13 11:30:04,83,False,False
2024-09-13 11:30:04,83,False,False
2024-09-13 11:30:04,84,False,False
2024-09-13 11:30:05,85,False,False
2024-09-13 11:30:05,85,False,False
2024-09-13 11:30:05,86,False,False
2024-09-13 11:30:05,86,True,False
2024-09-13 11:30:06,87,False,True
2024-09-13 11:30:06,87,False,True
2024-09-13 11:30:06,88,True,False
2024-09-13 11:30:07,88,True,True
2024-09-13 11:30:07,89,False,True
2024-09-13 11:30:07,90,True,False
2024-09-13 11:30:08,90,False,True
2024-09-13 11:30:08,91,False,True
2024-09-13 11:30:08,91,False,False
2024-09-13 11:30:08,92,True,False
2024-09-13 11:30:09,92,False,True
2024-09-13 11:30:09,92,False,False
2024-09-13 11:30:09,93,True,True
2024-09-13 11:30:10,93,True,False
2024-09-13 11:30:10,94,False,False
2024-09-13 11:30:10,95,False,False
2024-09-13 11:30:10,95,True,False
2024-09-13 11:30:11,95,False,True
2024-09-13 11:30:11,95,False,True
2024-09-13 11:30:11,95,False,False
2024-09-13 11:30:12,96,False,False
2024-09-13 11:30:12,96,False,False
2024-09-13 11:30:12,96,True,True
2024-09-13 11:30:12,96,False,False
2024-09-13 11:30:13,96,False,False
2024-09-13 11:30:13,96,True,False
2024-09-13 11:30:13,96,False,False
2024-09-13 11:30:14,96,True,True
2024-09-13 11:30:14,96,False,True
2024-09-13 11:30:14,96,False,False
2024-09-13 11:30:14,96,False,False
2024-09-13 11:30:15,96,False,False
2024-09-13 11:30:15,96,False,False
